x,y
2.892,4.114739385924297
2.903,4.841725094727913
2.916,4.084595046295881
2.9170000000000003,4.021284636044377
2.919,5.2574507419594845
2.922,4.581834957875641
2.923,4.817204319181208
2.9290000000000003,4.905728606690761
2.93,4.610507351470922
2.944,5.00708389450729
2.968,5.16770852007834
2.987,5.120407754499071
3.0180000000000002,5.188438170296732
3.027,3.914222683982103
3.029,5.393276441839453
3.031,5.337503589408588
3.031,5.337503589408588
3.035,5.591426140944283
3.039,4.331340279601784
3.049,4.901089131774942
3.069,5.534390475903913
3.092,4.15196839230875
3.098,5.093354758217199
3.108,5.3978105595763735
3.119,5.322574536914399
3.14,6.013314143057094
3.165,4.668931284498966
3.165,4.668931284498966
3.181,4.734425515656279
3.19,4.911250938819899
3.207,6.000822127095207
3.2520000000000002,5.9296820832958135
3.253,6.181138766680609
3.255,5.853003892289743
3.267,4.775319122461521
3.303,5.119966847331554
3.322,5.210706583132777
3.333,7.043155155966449
3.34,6.058154590373209
3.366,6.909256312257374
3.384,5.926752418865748
3.3930000000000002,5.795810939866782
3.395,6.030016933873659
3.4,5.332758322910036
3.406,6.061676335465106
3.411,5.802552402358601
3.452,6.928651601281039
3.4530000000000003,5.349877437814764
3.461,5.648593454309388
3.464,5.934312615887805
3.468,6.842894819561039
3.489,6.559378348246637
3.498,7.370541009814133
3.509,5.783821688775391
3.519,5.4435903895760696
3.5220000000000002,5.63990629695222
3.524,6.94791797008093
3.537,7.672699730448454
3.548,6.393748466313827
3.559,6.1830307698392675
3.565,6.126546046150267
3.5700000000000003,5.662845033932431
3.573,6.6421861708605325
3.576,6.110797683620367
3.5820000000000003,6.3044822703455345
3.591,7.762950149898549
3.605,5.91732079996713
3.625,5.222387371753714
3.633,6.161699641297678
3.634,7.2117462179258185
3.6510000000000002,7.019082594294906
3.657,6.957419902830073
3.67,6.748795815051643
3.6950000000000003,6.947301942612987
3.701,7.122234899919968
3.7030000000000003,6.858201945426714
3.71,6.2252844386986075
3.731,6.503946804005191
3.736,6.547777473085839
3.745,7.841779915284307
3.747,7.96401014770869
3.751,7.267506925128732
3.769,7.218268455025925
3.771,6.480777354944976
3.774,5.8380293751737105
3.782,5.67983325039831
3.798,5.8327682623952155
3.803,5.789806721839549
3.81,6.479379921704485
3.818,7.147822531727056
3.819,7.111835960755858
3.879,6.218100540289657
3.8850000000000002,7.532231837496547
3.8890000000000002,6.417212994106441
3.8930000000000002,7.258283527894711
3.899,7.255826525128444
3.902,5.870385400050951
3.904,6.953342842200738
3.908,6.663833206055117
3.926,7.455729866585267
3.9490000000000003,7.014615470939987
3.9490000000000003,7.014615470939987
3.95,8.019679401729801
3.975,7.950786977051467
3.982,7.869167730210011
4.009,8.379691581712137
4.01,6.696173561143896
4.013,7.646268475330843
4.019,7.557332267744377
4.025,6.839328634094171
4.0600000000000005,8.344985178870491
4.066,7.169735854223716
4.071,7.787616719741968
4.0840000000000005,7.953039444980242
4.093,6.8835624394886885
4.099,8.483863890569191
4.103,6.71753138094488
4.124,7.429503071949596
4.1370000000000005,8.315123884415273
4.1450000000000005,9.465853441932392
4.158,7.557593598602542
4.163,8.62835987675344
4.173,7.330891803706378
4.189,8.016697481683378
4.211,7.337375370770541
4.228,8.533751995099724
4.229,7.2927841006281415
4.248,7.69797502019387
4.248,7.69797502019387
4.252,7.922249495949576
4.267,7.775656663607721
4.283,8.97278110613232
4.288,7.999938428744657
4.2940000000000005,8.95368588624889
4.311,8.04138406352691
4.347,8.112405198257246
4.3500000000000005,8.393140385816704
4.351,8.348828734733827
4.372,8.854409691282143
4.376,7.6147068057397505
4.388,7.590388705965361
4.3950000000000005,7.484597711058179
4.412,8.556352064320263
4.42,9.343647408007145
4.42,9.343647408007145
4.423,7.25897396704555
4.423,7.25897396704555
4.426,8.646278554343079
4.441,7.373615656071452
4.442,7.8691763025647745
4.4430000000000005,8.664208473705816
4.45,10.675852480086188
4.457,7.843958323666605
4.457,7.843958323666605
4.47,9.488354209347149
4.473,8.468194322643269
4.484,9.82908228292096
4.49,7.844102144340633
4.492,10.829583883131127
4.507,10.331144637708748
4.553,9.990425391756881
4.5600000000000005,8.592520580466218
4.593,9.138942115421997
4.624,11.106505838029067
4.638,9.645098337270923
4.64,9.114936270639628
4.656,11.969185944860781
4.6610000000000005,9.649796942943128
4.667,10.254743017425804
4.668,10.530744365414902
4.6930000000000005,9.960631676529381
4.695,10.900471258630876
4.704,8.854301623997715
4.723,9.534338314310608
4.724,10.13227207789465
4.7780000000000005,11.27723214468881
4.785,11.159878285703675
4.84,10.044006428686883
4.846,11.711528475569915
4.866,12.09984344488027
4.878,11.27151667215704
4.882,10.626283657195149
4.907,11.033354654079806
4.922,10.252575193005391
4.9270000000000005,9.957287709317816
4.955,9.515633764164939
4.956,10.764859026405837
4.958,15.055657199534147
4.96,10.634249960399208
4.963,9.709533570967695
4.986,10.995047372818677
5.0,9.409466126951676
5.0,9.409466126951676
5.001,11.494497993867006
5.014,11.17490198195569
5.03,11.249790950188007
5.048,10.601006716162908
5.051,11.336749696020876
5.0520000000000005,11.123868347909223
5.054,12.768205445198607
5.056,10.760130520313878
5.067,12.866956222641354
5.072,12.388915601610243
5.078,13.982488143740662
5.1000000000000005,9.428147434796166
5.109,12.782994350215498
5.11,11.553405992626072
5.127,10.62194938789691
5.128,12.945277616228813
5.163,11.587141423554552
5.1770000000000005,13.127288378832022
5.192,11.899519079069568
5.198,10.806255940992534
5.227,11.948049030933472
5.231,12.422421280133605
5.2330000000000005,11.80033223501817
5.256,10.003579953359385
5.272,13.21653783899409
5.279,13.965390854387028
5.283,11.146748105420215
5.291,11.751698858303781
5.299,11.428289188896832
5.317,10.603300089510622
5.323,15.151230170070498
5.327,10.767343821697098
5.329,13.978083284129514
5.333,12.997222874419275
5.346,14.36830938343856
5.348,13.089229154820538
5.353,13.13217693848297
5.353,13.13217693848297
5.357,12.932064441993921
5.36,11.902378539846032
5.363,16.039960265662963
5.369,13.020089732145628
5.3950000000000005,14.447857903215747
5.3950000000000005,14.447857903215747
5.396,11.52154945792401
5.404,13.890293234625087
5.44,15.436781505627277
5.461,12.557259531743641
5.473,14.636268924436614
5.493,13.782197286160061
5.495,13.796364291072473
5.496,11.451127759473295
5.5,14.3988368873347
5.503,14.383999733053301
5.506,11.694285273679272
5.506,11.694285273679272
5.513,14.006033230355646
5.527,14.018010595744318
5.531,14.045290755832204
5.539,14.095704913873263
5.542,15.208667929209126
5.553,13.927395051611713
5.564,12.667959465967181
5.579,12.358122824648925
5.596,14.37464036466975
5.611,13.638697979688784
5.621,15.10390022252107
5.6290000000000004,14.616730937326853
5.634,14.592831023226164
5.649,12.854600199007603
5.65,14.776574327041127
5.651,13.111773165912208
5.6530000000000005,15.28788526436562
5.666,13.7896343375392
5.692,14.802101421620156
5.7,14.763140960627785
5.715,13.013373096909017
5.734,14.638820197449299
5.737,13.383687766594381
5.738,14.274308018467776
5.7490000000000006,15.717018362750418
5.752,16.420684488117214
5.772,15.648777143160832
5.789,14.51565651567904
5.793,13.292418044023588
5.797,14.270555471664416
5.805,16.055369182583043
5.806,17.52578883691902
5.811,14.695227691986469
5.815,14.451254651904648
5.8260000000000005,12.698857645745344
5.839,12.760069505173313
5.857,15.929351419910128
5.862,14.774784141053251
5.868,17.126875266265962
5.8870000000000005,14.460406608008935
5.916,19.58791447037293
5.9190000000000005,16.9900057496914
5.9190000000000005,16.9900057496914
5.925,16.219914798262437
5.929,17.666567547020563
5.933,13.763558166630377
5.934,11.794991052513145
5.978,16.48101423195883
5.988,15.630572834298645
5.9910000000000005,16.49247043914513
5.996,16.725093689908114
6.001,17.271932212657894
6.005,16.535496643645725
6.015000000000001,18.229255121170254
6.025,13.956089458977486
6.0360000000000005,14.530637316790628
6.043,16.48994564968783
6.059,17.420791028978265
6.062,16.097059472747933
6.0760000000000005,16.142972937035264
6.078,17.048038665515115
6.081,15.919198912835837
6.093,14.688781396755875
6.106,21.4294990708598
6.117,15.270703118396765
6.164,15.819248836682055
6.179,17.09384664854522
6.182,17.809004213231706
6.237,17.565942203841352
6.244,19.159421867719427
6.267,19.92338864104882
6.2700000000000005,19.666274665275996
6.271,16.589560489357886
6.28,18.193731379896736
6.289,21.389581503497574
6.2940000000000005,19.609648949732254
6.299,20.751063123487725
6.312,19.41281386579603
6.312,19.41281386579603
6.319,18.894574625528932
6.354,18.226174600966342
6.362,17.56183878496877
6.362,17.56183878496877
6.371,20.61938370687115
6.372,21.341496751949805
6.376,17.847801983398966
6.376,17.847801983398966
6.38,18.494039792284635
6.383,19.633724294820357
6.396,20.94941966627369
6.4,20.16903795369932
6.4110000000000005,16.270007438369746
6.424,15.477704085592391
6.436,21.916914578497785
6.439,20.42559484412985
6.44,21.30641390448583
6.456,21.034784496102407
6.456,21.034784496102407
6.465,20.773536032931208
6.474,23.54589103494826
6.494,18.09466172030744
6.519,22.33038826925279
6.5280000000000005,20.546606998431155
6.54,18.63950178162161
6.545,18.786999793930754
6.546,15.212276595752975
6.554,19.822822231913758
6.561,18.615609152717003
6.58,22.09987681116781
6.601,24.31669373390083
6.613,22.15127064163244
6.613,22.15127064163244
6.625,24.213963944150876
6.638,19.6602844688932
6.646,22.276584182707325
6.646,22.276584182707325
6.651,24.82901598303539
6.6610000000000005,15.443368438978451
6.681,22.015199392174733
6.7010000000000005,22.601700269942974
6.7090000000000005,22.640617523911803
6.714,18.863514655385305
6.7170000000000005,21.544883845029748
6.723,21.60172835995292
6.7250000000000005,26.153348596972656
6.726,22.335368202176898
6.73,23.729226777996043
6.732,18.95613565088498
6.735,21.265935484736644
6.737,26.153756686289718
6.742,22.008137562788182
6.743,25.264001552634685
6.751,20.825998659574797
6.751,20.825998659574797
6.775,21.787422310572982
6.7860000000000005,25.93837957044367
6.798,25.258245546441998
6.8100000000000005,24.83021180287647
6.815,23.08773295470375
6.819,21.9620663696884
6.847,22.75845008565572
6.847,22.75845008565572
6.8500000000000005,24.303499259926593
6.857,21.55300807314256
6.886,17.854820729127972
6.906000000000001,25.29973896588726
6.916,26.09180323137981
6.917,22.962214557739518
6.92,26.404744407202795
6.929,22.70795834846666
6.934,23.38587684751163
6.936,25.003256274334287
6.973,23.7320526132141
6.976,24.190944242597233
6.986,21.261337826675692
6.989,27.283255464352692
6.993,22.76001586529579
7.007000000000001,24.150562927153906
7.016,28.175303962818518
7.038,29.036364764220387
7.041,24.87641867705967
7.057,24.887033472305998
7.064,22.817565679000307
7.066,23.131353731901577
7.075,23.533151230700508
7.0840000000000005,22.81293085681214
7.094,24.22428937546526
7.1240000000000006,25.64157070759929
7.125,29.245792513805448
7.1290000000000004,29.269740248578135
7.136,26.8342708659483
7.1370000000000005,24.946325819136717
7.139,22.824118952744897
7.151,23.368897276669284
7.158,24.747261918537532
7.1930000000000005,26.36916308763565
7.203,28.475625889771674
7.208,27.28353540503922
7.218,28.418252671404893
7.222,28.408239259865567
7.228,26.825477514261216
7.239,31.6121859505089
7.253,28.08516908469967
7.2620000000000005,25.861099603304858
7.2700000000000005,26.122454995638705
7.273000000000001,32.035863515029014
7.274,26.696094136183767
7.299,30.696142817128276
7.304,27.874234979685287
7.335,29.691232732597012
7.339,25.245617697836224
7.339,25.245617697836224
7.354,29.213652270233972
7.354,29.213652270233972
7.372,26.987743701977127
7.377,27.211489990928712
7.385,29.13326848117793
7.4,30.43836578223498
7.4190000000000005,28.522721387413096
7.442,27.21840018883576
7.445,31.52798627096145
7.466,33.06901185645221
7.468,28.582784770312017
7.474,30.37720986472203
7.487,24.23411855737744
7.49,28.75759197888064
7.492,26.101623753550285
7.493,29.258463274921592
7.509,30.892448481301862
7.5200000000000005,32.53357130264886
7.5360000000000005,33.36384466390905
7.5360000000000005,33.36384466390905
7.548,34.61454718381488
7.553,27.799817504870912
7.559,26.221651582023142
7.562,30.947599263200996
7.5680000000000005,34.30449443972074
7.569,27.339084403430494
7.589,31.71573014625446
7.619,27.887848782942484
7.632000000000001,33.91713060852406
7.647,32.76451231473702
7.648000000000001,35.297690168327385
7.654,31.052489278287574
7.665,32.705986659929216
7.6690000000000005,30.607588635237356
7.6770000000000005,26.96691740290555
7.678,31.09236584511868
7.679,29.21252980157021
7.681,34.6149712771701
7.698,35.45038964254153
7.699,33.773159761706715
7.7010000000000005,27.527511794314112
7.704,35.70573830456394
7.736,33.129655882634076
7.739,33.506391955809136
7.755,32.9658927739512
7.758,30.427293218468048
7.758,30.427293218468048
7.769,34.70280570628799
7.7700000000000005,38.187667795351345
7.773000000000001,34.02293966491486
7.7780000000000005,40.235921374473236
7.779,33.53053436102976
7.783,30.99272581568503
7.784,31.66937045189834
7.807,30.748452584129996
7.8180000000000005,35.90390241930776
7.822,33.5296621059757
7.851,32.115980762108876
7.867,36.4134645324298
7.883,43.41915058927746
7.888,34.83631763411462
7.901,31.91427609287983
7.904,30.984905185871856
7.91,40.89298287203089
7.913,40.459376519937464
7.928,40.17595249694177
7.932,37.265919885515736
7.965,41.51942040400114
7.9670000000000005,38.85621518634062
7.968,31.247387452613793
7.972,32.97935153193776
7.99,31.202017074028575
7.99,31.202017074028575
7.9990000000000006,31.07310265906073
7.9990000000000006,31.07310265906073
8.004,36.041099412679245
8.014,33.478581418976404
8.019,40.37253394303738
8.02,40.28256851582341
8.036,34.73704207610275
8.038,38.38808113925235
8.047,38.26579464324647
8.063,40.73326898257358
8.072000000000001,38.95811017067956
8.08,35.73538499506306
8.08,35.73538499506306
8.085,42.691461237512684
8.087,34.62025381187738
8.095,37.96860538285008
8.1,39.358678462936844
8.106,33.3978070414783
8.107,45.90798430140087
8.119,42.179462960073046
8.146,33.03316546890787
8.15,43.850373626116486
8.153,37.34925513026444
8.157,42.427485056094234
8.162,39.00519055812945
8.163,39.963813074704454
8.163,39.963813074704454
8.175,35.45900035233942
8.181000000000001,45.71415617082691
8.187,45.192878216022386
8.192,38.64084659086473
8.199,32.75317953263324
8.203,41.17452923149305
8.207,36.58798505696227
8.224,40.4454726723943
8.234,37.807574629968336
8.237,38.185700696412454
8.248,44.00695419728893
8.266,34.02157892484422
8.274000000000001,45.392389637539196
8.28,37.52492989862879
8.285,40.28745240968266
8.309000000000001,33.33893297148332
8.327,42.798987637402305
8.343,37.697982611522896
8.345,41.7786950300139
8.351,41.50179027528835
8.364,45.7676223182994
8.378,43.345322340876486
8.394,44.69037835038502
8.409,38.21834684279925
8.417,46.25333632701976
8.422,51.96771845353748
8.43,44.81933447325731
8.433,51.333411919906425
8.448,46.60602378355136
8.468,42.31854595755825
8.477,41.23084009007564
8.522,45.31381283683978
8.548,45.394636258112
8.573,43.154102791939536
8.578,42.48327175306687
8.598,41.57204581872194
8.609,46.95694842070138
8.615,49.36431861324674
8.618,40.22124203596117
8.644,46.18383456702798
8.671,37.89122925754794
8.69,49.55182228628179
8.706,46.579697937840045
8.709,55.52401103601324
8.724,55.88074176836268
8.755,59.723645517237074
8.766,45.47456939286696
8.766,45.47456939286696
8.781,50.48025240252467
8.794,48.117254766035856
8.804,52.13698468231725
8.809000000000001,46.20884549867553
8.822000000000001,47.06814048869501
8.828,54.32914130938617
8.847,54.97375728880712
8.896,51.741856342543315
8.896,51.741856342543315
8.913,47.15930232608469
8.914,58.20804010537546
8.919,52.21399201332146
8.927,43.330437110279405
8.93,57.0959680756083
8.943,54.077146453322506
8.962,60.23185162470396
8.963000000000001,61.86868428853333
8.965,53.76664929714261
8.969,57.816507624555555
8.977,55.29042726257714
8.977,55.29042726257714
8.979000000000001,50.3515650784146
9.003,49.52850774083991
9.016,55.348621797442725
9.041,51.587423195279214
9.042,44.23242808312898
9.042,44.23242808312898
9.048,58.87898280656956
9.053,66.18264970269362
9.058,55.40901983116007
9.064,63.26748102515309
9.066,57.3506941069724
9.068,55.65813402236101
9.072000000000001,57.68856760985754
9.076,48.599518514391995
9.077,61.84649632075032
9.086,59.680967317668326
9.088000000000001,60.09726719629718
9.1,63.94707128388253
9.111,64.8035861687202
9.113,56.046933895308115
9.116,62.2270738437018
9.125,50.229712013053955
9.139,64.55891815570239
9.148,52.7431248208399
9.157,55.33696397206673
9.165000000000001,60.562069319559875
9.176,62.74472069624101
9.197000000000001,64.30502235003713
9.200000000000001,62.18584093797447
9.217,64.795190242124
9.23,66.10999901720602
9.236,60.73887446583155
9.245000000000001,61.98593982161451
9.247,65.50122184780047
9.247,65.50122184780047
9.254,59.28279529438017
9.271,59.24942831252653
9.272,59.98542060790841
9.285,59.66378308657372
9.294,49.58412628160275
9.298,64.91248884845528
9.3,63.256639738397304
9.336,65.51960714971301
9.354000000000001,63.267345925046335
9.358,59.112378247405275
9.363,64.66080907402242
9.363,64.66080907402242
9.373,63.75162871642689
9.377,68.220755890163
9.396,65.88007945491769
9.404,69.21991499342603
9.414,62.11400698642217
9.436,70.98526713657037
9.461,70.49914904862493
9.463000000000001,56.114067898245224
9.481,71.7985335914593
9.481,71.7985335914593
9.481,71.7985335914593
9.486,66.41119862061281
9.493,66.7878002429894
9.508000000000001,60.50698112237985
9.521,63.792359995941744
9.522,65.01642737315291
9.532,66.09028738800232
9.533,56.638352344456365
9.533,56.638352344456365
9.539,70.41647804090248
9.549,72.14549516583416
9.567,63.56829176071133
9.569,72.71589875663106
9.574,60.75797988696677
9.583,79.03313998396584
9.587,68.26339323616064
9.601,67.09042446436217
9.61,76.02493002409564
9.622,73.79970842175823
9.627,75.59320110728616
9.628,65.9485173871409
9.648,74.76925577516569
9.653,77.65434918512629
9.658,68.91434234101436
9.677,65.72157380493597
9.705,75.44411099819062
9.711,71.85707660113499
9.722,70.68185788229727
9.757,80.68391824340964
9.76,72.2825244114834
9.78,63.1121740800268
9.790000000000001,62.425559252437964
9.790000000000001,62.425559252437964
9.797,77.8737348508365
9.797,77.8737348508365
9.81,86.60304280240354
9.811,88.2219736741973
9.812,80.33896196800528
9.823,83.29340856012165
9.831,92.32342907480425
9.841000000000001,66.46296980456471
9.849,71.81960421822627
9.854000000000001,68.15319289117714
9.857,79.1863193889488
9.866,76.12416962615302
9.867,76.7903017223082
9.867,76.7903017223082
9.868,78.1213260480022
9.878,82.27797534951749
9.902000000000001,70.1318246631255
9.905,69.72114466018368
9.921,73.41872578496381
9.923,74.81116743953969
9.924,70.04941157279077
9.933,79.00444735227826
9.934000000000001,80.84680378612116
9.942,75.54892998829818
9.955,82.59720633107557
9.963000000000001,87.18213692077629
9.993,84.24835431542665
9.994,81.70878609928953
9.997,74.72126872017188
9.998,83.51236164023327
